source_id,ra,dec,phot_g_mean_mag,teff,feh,logg
2056331445407842305,152.858543636091,-36.38041229103556,6.0004373,6367.955,0.17684713,4.084
2018399432415903770,260.2618028941201,-33.58615087982359,6.0013084,5847.901,0.22187293,4.41
2029749751078977537,229.57230628742843,-39.8241878210591,6.0041237,3881.5037,-0.008423798,4.724
2137781239703142401,119.4710295178069,25.222968541710983,6.0046525,6998.42,0.020285565,4.016
2222697312856047617,13.344232493720138,87.2457621604404,6.0046687,6426.877,-0.11390104,4.298
2224995073114767361,140.30318761278787,46.33922651102767,6.0054193,6561.4526,-0.0014689068,4.297
2021650907476787216,253.55134658317468,-27.984791107933287,6.0067453,6095.369,0.4607924,4.24
2041385715266224129,195.5791378615597,-4.944515584155389,6.0091867,8016.781,-0.018756494,4.294
1891877066173841409,21.045362440112505,-29.751995492299358,6.0092187,6095.369,0.09662778,4.007
2191811193713197057,173.2348365653632,52.15871134445766,6.0096316,4045.759,-1.9612536,4.978
1890371916225576961,74.29149763536223,11.2037974252038,6.010597,8609.9375,-0.13014829,4.129
1777351372249759746,325.72836595721236,19.09512022862375,6.011718,4017.9082,0.11670963,4.714
2130336098444902402,110.1764886236198,-5.185708470080651,6.012194,6382.635,0.19891241,4.271
1907584090006093825,40.599988031081736,-36.14507425584642,6.0124702,8222.427,-0.068071395,4.056
1777441845870067714,329.0986252746559,18.67330851901118,6.0125422,3523.7087,-0.16918078,4.909
2003053733444845569,327.1084695742535,-60.39591396011654,6.012585,8810.488,0.03982198,4.066
1807310916757225473,1.6019167905118539,35.08453487725742,6.012638,9015.711,0.21021894,4.133
2012040630254960641,15.62293922762241,-76.11650491891172,6.016337,6531.3057,-0.21215016,4.062
1802990991272050689,339.0103768036236,39.22908446616673,6.0173283,7852.3564,0.069019526,4.175
1892732451726295041,28.621960998659635,-39.44479240957569,6.0178246,4456.5625,-0.42088705,4.7
2116396863824330753,152.35106763302684,30.04829751650281,6.0178857,9225.714,0.020686181,4.254
1818748268637585409,352.2875436020547,41.42765479001099,6.018012,6998.42,0.16530208,4.255
2064384333128400897,164.23665628134196,-24.21751606005059,6.018273,6501.297,-0.2610839,4.315
2298029626183647233,234.86140065068867,30.44669090884297,6.018791,9225.714,-0.029957121,4.254
2013756237895696385,262.89987132791595,-86.15606509015679,6.018808,8609.9375,0.18183398,4.031
2197878423429316611,321.4020050908259,50.950620130029165,6.0188103,5847.901,-0.0120817255,4.455
2173090505145974785,91.14931410499476,62.956680889547165,6.018833,10351.422,0.0090206005,4.047
1903829831309590529,49.335780632749085,-22.624592453796026,6.020085,6095.369,0.08009725,4.007
1888678015752208387,84.94733075118997,10.334977678278799,6.022988,5395.1064,-0.47664833,4.583
2214196748077760513,328.77445722586083,65.50803022807398,6.023215,6982.324,-0.17480502,4.277
2115376289266270209,163.80277268575662,35.091160367286065,6.023836,7852.3564,-0.016073361,4.079
1801653298072125443,323.2433386774014,48.01891777225359,6.0259805,6683.439,-0.077748284,4.218
2114746350976368642,157.41537955498154,37.96704512273555,6.026816,3732.5015,-0.024852121,4.932
1880128449557823491,74.7408773993748,-0.15550591070940165,6.028332,3723.917,-0.4539958,4.954
2248590687270338612,295.9123052776664,32.04277060727072,6.0285726,5675.4463,0.05343625,4.477
2238848090830274561,256.5542095003549,52.62252478475799,6.029059,5308.844,-0.060207013,4.546
1853892560091611142,66.38042144446533,38.04772502554442,6.0295563,6223.003,-0.082863726,4.03
1793884659877150721,322.77044201376236,-17.640182393810356,6.0297203,8394.6,-0.019491045,4.278
1748665083816312833,3.241881630446866,-12.438930946397203,6.029738,8222.427,0.016590035,4.217
2247270676316553233,287.60471993510413,25.539141385241013,6.0298243,3872.5764,0.17031793,4.731
2195595399337607170,201.88616373766234,47.601202893991996,6.029846,6095.369,0.05931649,4.24
2302596583021084673,238.57229789716988,25.207793989259617,6.0302925,9660.509,-0.33560565,4.133
2236346351703031809,305.77247086208354,40.68727399338302,6.030301,7345.1387,-0.02650568,4.102
1859070916261052417,37.15034493107496,17.34182557719734,6.030603,6237.348,-0.2662906,4.367
1801856621823918083,328.5667345239016,46.35299914493762,6.032495,5847.901,0.20493883,4.207
2053031201127530497,193.34885239342725,2.575796388631043,6.0333385,7328.245,0.048373125,4.218
2204259168712392709,0.5262765869421849,77.03573701567974,6.0340643,5956.6216,-0.017979244,4.364
1798735928651415553,325.8167207632003,-16.018542147496024,6.0343676,9638.29,-0.060052976,4.28
2301822417447682058,260.0206351510225,33.96805286285829,6.035361,4954.502,-0.4839932,4.683
1921738532687183873,91.44370901461795,-45.063186695251716,6.0359416,9440.608,-0.051528644,4.065
1926584469125332994,108.53442392987154,-46.281208541809505,6.035957,6531.3057,-0.061225407,4.155
1807720592212754433,357.4174257137775,30.998629899335416,6.0363984,6839.1167,-0.05928216,4.071
2304296310020243457,254.64462839835412,19.049503655559963,6.0365396,3732.5015,-0.037620276,4.855
2078934561340784641,195.5976882704284,-46.45419113310306,6.0369534,6223.003,-0.023090966,4.403
1798991075344384002,328.35206525469823,-14.49195860847779,6.0411367,5970.353,-0.6633287,4.424
1776150327595106305,341.3750171627629,21.919209125873966,6.041179,9015.711,-0.0064539667,4.133
1762440074860953601,351.1066628316896,-25.099690892299236,6.0414815,8222.427,0.142155,4.153
1817641696083574785,344.48424668962986,34.24724271490798,6.042287,6397.348,-0.028582854,4.296
1798283097632931841,332.31694799342876,-12.165192533222715,6.0437355,5445.0264,-9.938724E-4,4.496
2219850269229842433,232.40835648309246,75.15431327875486,6.0444307,3664.3757,-0.0043216227,4.829
1885968870775193614,91.13549247488976,-2.6612389303948785,6.045345,5445.0264,-0.6031338,4.627
2085241965628096513,217.9947908617138,-27.16535983722245,6.046061,6382.635,-0.04006133,4.055
